2026-01-21 11:46:42,330 - FL_Client_baseline_mb - INFO - Client 25 - Round 1: Acc=0.0000, Loss=2.2974, Epochs=2
2026-01-21 11:46:43,664 - FL_Client_baseline_mb - INFO - Client 91 - Round 1: Acc=0.0000, Loss=2.2988, Epochs=2
2026-01-21 11:46:44,929 - FL_Client_baseline_mb - INFO - Client 83 - Round 1: Acc=0.0000, Loss=2.2998, Epochs=2
2026-01-21 11:46:46,154 - FL_Client_baseline_mb - INFO - Client 89 - Round 1: Acc=0.0000, Loss=2.2962, Epochs=2
2026-01-21 11:46:47,346 - FL_Client_baseline_mb - INFO - Client 69 - Round 1: Acc=0.0000, Loss=2.3012, Epochs=2 [MALICIOUS]
2026-01-21 11:46:48,625 - FL_Client_baseline_mb - INFO - Client 53 - Round 1: Acc=0.0000, Loss=2.3004, Epochs=2
2026-01-21 11:46:49,739 - FL_Client_baseline_mb - INFO - Client 28 - Round 1: Acc=0.0000, Loss=2.2975, Epochs=2 [MALICIOUS]
2026-01-21 11:46:50,825 - FL_Client_baseline_mb - INFO - Client 57 - Round 1: Acc=0.0000, Loss=2.3007, Epochs=2
2026-01-21 11:46:51,862 - FL_Client_baseline_mb - INFO - Client 75 - Round 1: Acc=0.0000, Loss=2.3001, Epochs=2 [MALICIOUS]
2026-01-21 11:46:52,769 - FL_Client_baseline_mb - INFO - Client 35 - Round 1: Acc=0.0000, Loss=2.2993, Epochs=2 [MALICIOUS]
2026-01-21 11:47:02,458 - FL_Client_baseline_mb - INFO - Client 0 - Round 2: Acc=0.0000, Loss=3.8137, Epochs=2
2026-01-21 11:47:03,884 - FL_Client_baseline_mb - INFO - Client 97 - Round 2: Acc=0.0000, Loss=3.7656, Epochs=2
2026-01-21 11:47:05,348 - FL_Client_baseline_mb - INFO - Client 20 - Round 2: Acc=0.0000, Loss=4.0078, Epochs=2
2026-01-21 11:47:07,029 - FL_Client_baseline_mb - INFO - Client 89 - Round 2: Acc=0.0000, Loss=3.8770, Epochs=2
2026-01-21 11:47:08,458 - FL_Client_baseline_mb - INFO - Client 54 - Round 2: Acc=0.0000, Loss=3.5512, Epochs=2 [MALICIOUS]
2026-01-21 11:47:10,049 - FL_Client_baseline_mb - INFO - Client 43 - Round 2: Acc=0.0000, Loss=3.8507, Epochs=2
2026-01-21 11:47:11,718 - FL_Client_baseline_mb - INFO - Client 35 - Round 2: Acc=0.0000, Loss=4.0480, Epochs=2 [MALICIOUS]
2026-01-21 11:47:13,296 - FL_Client_baseline_mb - INFO - Client 19 - Round 2: Acc=0.0000, Loss=3.9131, Epochs=2
2026-01-21 11:47:14,943 - FL_Client_baseline_mb - INFO - Client 27 - Round 2: Acc=0.0000, Loss=3.7695, Epochs=2 [MALICIOUS]
2026-01-21 11:47:16,635 - FL_Client_baseline_mb - INFO - Client 13 - Round 2: Acc=0.0000, Loss=3.7419, Epochs=2 [MALICIOUS]
2026-01-21 11:47:25,220 - FL_Client_baseline_mb - INFO - Client 11 - Round 3: Acc=0.0000, Loss=3618869278980447514397090250752.0000, Epochs=2 [MALICIOUS]
2026-01-21 11:47:26,361 - FL_Client_baseline_mb - INFO - Client 48 - Round 3: Acc=0.0000, Loss=4246342913199554087910683705344.0000, Epochs=2
2026-01-21 11:47:27,799 - FL_Client_baseline_mb - INFO - Client 12 - Round 3: Acc=0.0000, Loss=2914185254491228471296.0000, Epochs=2
2026-01-21 11:47:28,944 - FL_Client_baseline_mb - INFO - Client 45 - Round 3: Acc=0.0000, Loss=148956227573683552256.0000, Epochs=2
2026-01-21 11:47:30,465 - FL_Client_baseline_mb - INFO - Client 44 - Round 3: Acc=0.0000, Loss=24604950445809400283136.0000, Epochs=2
2026-01-21 11:47:32,169 - FL_Client_baseline_mb - INFO - Client 77 - Round 3: Acc=0.0000, Loss=632785712660609741636551533658112.0000, Epochs=2 [MALICIOUS]
2026-01-21 11:47:35,201 - FL_Client_baseline_mb - INFO - Client 33 - Round 3: Acc=0.0000, Loss=21835198856657054466048.0000, Epochs=2
2026-01-21 11:47:37,474 - FL_Client_baseline_mb - INFO - Client 5 - Round 3: Acc=0.0000, Loss=111406257175791293698154222845952.0000, Epochs=2
2026-01-21 11:47:39,601 - FL_Client_baseline_mb - INFO - Client 93 - Round 3: Acc=0.0000, Loss=5956959769798807.0000, Epochs=2
2026-01-21 11:47:43,011 - FL_Client_baseline_mb - INFO - Client 58 - Round 3: Acc=0.0000, Loss=72217194799363388342272.0000, Epochs=2
2026-01-21 11:48:01,699 - FL_Client_baseline_mb - INFO - Client 68 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:02,798 - FL_Client_baseline_mb - INFO - Client 15 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:05,236 - FL_Client_baseline_mb - INFO - Client 48 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:07,091 - FL_Client_baseline_mb - INFO - Client 10 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:08,417 - FL_Client_baseline_mb - INFO - Client 70 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:09,657 - FL_Client_baseline_mb - INFO - Client 37 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:10,860 - FL_Client_baseline_mb - INFO - Client 80 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:12,042 - FL_Client_baseline_mb - INFO - Client 79 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:14,301 - FL_Client_baseline_mb - INFO - Client 46 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:16,166 - FL_Client_baseline_mb - INFO - Client 73 - Round 4: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:24,173 - FL_Client_baseline_mb - INFO - Client 24 - Round 5: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:25,294 - FL_Client_baseline_mb - INFO - Client 90 - Round 5: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:48:26,518 - FL_Client_baseline_mb - INFO - Client 8 - Round 5: Acc=0.0000, Loss=nan, Epochs=2
