2026-01-21 11:34:02,858 - FL_Client_baseline_la - INFO - Client 25 - Round 1: Acc=0.0000, Loss=2.2974, Epochs=2
2026-01-21 11:34:04,526 - FL_Client_baseline_la - INFO - Client 91 - Round 1: Acc=0.0000, Loss=2.2988, Epochs=2
2026-01-21 11:34:06,199 - FL_Client_baseline_la - INFO - Client 83 - Round 1: Acc=0.0000, Loss=2.2998, Epochs=2
2026-01-21 11:34:07,776 - FL_Client_baseline_la - INFO - Client 89 - Round 1: Acc=0.0000, Loss=2.2962, Epochs=2
2026-01-21 11:34:09,441 - FL_Client_baseline_la - INFO - Client 69 - Round 1: Acc=0.0000, Loss=2.3012, Epochs=2 [MALICIOUS]
2026-01-21 11:34:11,106 - FL_Client_baseline_la - INFO - Client 53 - Round 1: Acc=0.0000, Loss=2.2992, Epochs=2
2026-01-21 11:34:12,801 - FL_Client_baseline_la - INFO - Client 28 - Round 1: Acc=0.0000, Loss=2.2975, Epochs=2 [MALICIOUS]
2026-01-21 11:34:14,421 - FL_Client_baseline_la - INFO - Client 57 - Round 1: Acc=0.0000, Loss=2.3020, Epochs=2
2026-01-21 11:34:15,770 - FL_Client_baseline_la - INFO - Client 75 - Round 1: Acc=0.0000, Loss=2.2996, Epochs=2 [MALICIOUS]
2026-01-21 11:34:17,340 - FL_Client_baseline_la - INFO - Client 35 - Round 1: Acc=0.0000, Loss=2.2980, Epochs=2 [MALICIOUS]
2026-01-21 11:34:26,736 - FL_Client_baseline_la - INFO - Client 0 - Round 2: Acc=0.0000, Loss=2.4480, Epochs=2
2026-01-21 11:34:28,212 - FL_Client_baseline_la - INFO - Client 97 - Round 2: Acc=0.0000, Loss=2.4054, Epochs=2
2026-01-21 11:34:29,827 - FL_Client_baseline_la - INFO - Client 20 - Round 2: Acc=0.0000, Loss=2.3885, Epochs=2
2026-01-21 11:34:31,495 - FL_Client_baseline_la - INFO - Client 89 - Round 2: Acc=0.0000, Loss=2.4042, Epochs=2
2026-01-21 11:34:32,892 - FL_Client_baseline_la - INFO - Client 54 - Round 2: Acc=0.0000, Loss=2.4325, Epochs=2 [MALICIOUS]
2026-01-21 11:34:34,488 - FL_Client_baseline_la - INFO - Client 43 - Round 2: Acc=0.0000, Loss=2.3462, Epochs=2
2026-01-21 11:34:36,124 - FL_Client_baseline_la - INFO - Client 35 - Round 2: Acc=0.0000, Loss=2.3938, Epochs=2 [MALICIOUS]
2026-01-21 11:34:37,715 - FL_Client_baseline_la - INFO - Client 19 - Round 2: Acc=0.0000, Loss=2.4106, Epochs=2
2026-01-21 11:34:39,152 - FL_Client_baseline_la - INFO - Client 27 - Round 2: Acc=0.0000, Loss=2.3552, Epochs=2 [MALICIOUS]
2026-01-21 11:34:40,840 - FL_Client_baseline_la - INFO - Client 13 - Round 2: Acc=0.0000, Loss=2.3603, Epochs=2 [MALICIOUS]
2026-01-21 11:34:51,271 - FL_Client_baseline_la - INFO - Client 11 - Round 3: Acc=0.0000, Loss=6.2087, Epochs=2 [MALICIOUS]
2026-01-21 11:34:52,572 - FL_Client_baseline_la - INFO - Client 48 - Round 3: Acc=0.0000, Loss=15.6865, Epochs=2
2026-01-21 11:34:53,837 - FL_Client_baseline_la - INFO - Client 12 - Round 3: Acc=0.0000, Loss=9.2763, Epochs=2
2026-01-21 11:34:55,196 - FL_Client_baseline_la - INFO - Client 45 - Round 3: Acc=0.0000, Loss=8.6985, Epochs=2
2026-01-21 11:34:56,639 - FL_Client_baseline_la - INFO - Client 44 - Round 3: Acc=0.0000, Loss=7.0260, Epochs=2
2026-01-21 11:34:58,030 - FL_Client_baseline_la - INFO - Client 77 - Round 3: Acc=0.0000, Loss=7.1239, Epochs=2 [MALICIOUS]
2026-01-21 11:34:59,666 - FL_Client_baseline_la - INFO - Client 33 - Round 3: Acc=0.0000, Loss=9.1951, Epochs=2
2026-01-21 11:35:01,331 - FL_Client_baseline_la - INFO - Client 5 - Round 3: Acc=0.0000, Loss=5.7625, Epochs=2
2026-01-21 11:35:02,940 - FL_Client_baseline_la - INFO - Client 93 - Round 3: Acc=0.0000, Loss=8.7675, Epochs=2
2026-01-21 11:35:04,576 - FL_Client_baseline_la - INFO - Client 58 - Round 3: Acc=0.0000, Loss=7.9626, Epochs=2
2026-01-21 11:35:15,662 - FL_Client_baseline_la - INFO - Client 68 - Round 4: Acc=0.0000, Loss=5.2360, Epochs=2
2026-01-21 11:35:17,288 - FL_Client_baseline_la - INFO - Client 15 - Round 4: Acc=0.0000, Loss=6.7665, Epochs=2
2026-01-21 11:35:19,040 - FL_Client_baseline_la - INFO - Client 48 - Round 4: Acc=0.0000, Loss=5.0806, Epochs=2
2026-01-21 11:35:20,746 - FL_Client_baseline_la - INFO - Client 10 - Round 4: Acc=0.0000, Loss=7.0750, Epochs=2
2026-01-21 11:35:21,965 - FL_Client_baseline_la - INFO - Client 70 - Round 4: Acc=0.0000, Loss=6.2667, Epochs=2
2026-01-21 11:35:23,083 - FL_Client_baseline_la - INFO - Client 37 - Round 4: Acc=0.0000, Loss=6.2702, Epochs=2
2026-01-21 11:35:24,230 - FL_Client_baseline_la - INFO - Client 80 - Round 4: Acc=0.0000, Loss=5.9412, Epochs=2
2026-01-21 11:35:25,545 - FL_Client_baseline_la - INFO - Client 79 - Round 4: Acc=0.0000, Loss=6.7298, Epochs=2
2026-01-21 11:35:27,160 - FL_Client_baseline_la - INFO - Client 46 - Round 4: Acc=0.0000, Loss=6.5825, Epochs=2
2026-01-21 11:35:28,756 - FL_Client_baseline_la - INFO - Client 73 - Round 4: Acc=0.0000, Loss=5.4170, Epochs=2
2026-01-21 11:35:39,589 - FL_Client_baseline_la - INFO - Client 24 - Round 5: Acc=0.0000, Loss=2.3282, Epochs=2
2026-01-21 11:35:41,249 - FL_Client_baseline_la - INFO - Client 90 - Round 5: Acc=0.0000, Loss=2.3354, Epochs=2
2026-01-21 11:35:42,917 - FL_Client_baseline_la - INFO - Client 8 - Round 5: Acc=0.0000, Loss=2.3270, Epochs=2
2026-01-21 11:35:44,588 - FL_Client_baseline_la - INFO - Client 5 - Round 5: Acc=0.0000, Loss=2.3200, Epochs=2
2026-01-21 11:35:46,366 - FL_Client_baseline_la - INFO - Client 84 - Round 5: Acc=0.0000, Loss=2.3189, Epochs=2
2026-01-21 11:35:47,917 - FL_Client_baseline_la - INFO - Client 29 - Round 5: Acc=0.0000, Loss=2.3134, Epochs=2 [MALICIOUS]
2026-01-21 11:35:48,943 - FL_Client_baseline_la - INFO - Client 98 - Round 5: Acc=0.0000, Loss=2.3219, Epochs=2
2026-01-21 11:35:50,127 - FL_Client_baseline_la - INFO - Client 37 - Round 5: Acc=0.0000, Loss=2.3339, Epochs=2
2026-01-21 11:35:51,368 - FL_Client_baseline_la - INFO - Client 10 - Round 5: Acc=0.0000, Loss=2.3243, Epochs=2
2026-01-21 11:35:52,546 - FL_Client_baseline_la - INFO - Client 12 - Round 5: Acc=0.0000, Loss=2.3241, Epochs=2
2026-01-21 11:36:02,446 - FL_Client_baseline_la - INFO - Client 48 - Round 6: Acc=0.0000, Loss=5.2446, Epochs=2
2026-01-21 11:36:03,772 - FL_Client_baseline_la - INFO - Client 35 - Round 6: Acc=0.0000, Loss=6.7168, Epochs=2 [MALICIOUS]
2026-01-21 11:36:05,409 - FL_Client_baseline_la - INFO - Client 58 - Round 6: Acc=0.0000, Loss=4.7308, Epochs=2
2026-01-21 11:36:07,154 - FL_Client_baseline_la - INFO - Client 81 - Round 6: Acc=0.0000, Loss=6.0130, Epochs=2 [MALICIOUS]
2026-01-21 11:36:08,655 - FL_Client_baseline_la - INFO - Client 46 - Round 6: Acc=0.0000, Loss=6.3866, Epochs=2
2026-01-21 11:36:10,267 - FL_Client_baseline_la - INFO - Client 20 - Round 6: Acc=0.0000, Loss=4.8486, Epochs=2
2026-01-21 11:36:11,940 - FL_Client_baseline_la - INFO - Client 47 - Round 6: Acc=0.0000, Loss=5.0793, Epochs=2
2026-01-21 11:36:13,577 - FL_Client_baseline_la - INFO - Client 45 - Round 6: Acc=0.0000, Loss=5.9119, Epochs=2
2026-01-21 11:36:15,230 - FL_Client_baseline_la - INFO - Client 26 - Round 6: Acc=0.0000, Loss=8.6144, Epochs=2
2026-01-21 11:36:16,937 - FL_Client_baseline_la - INFO - Client 85 - Round 6: Acc=0.0000, Loss=5.1623, Epochs=2
2026-01-21 11:36:25,778 - FL_Client_baseline_la - INFO - Client 34 - Round 7: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:27,123 - FL_Client_baseline_la - INFO - Client 89 - Round 7: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:28,912 - FL_Client_baseline_la - INFO - Client 87 - Round 7: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:30,436 - FL_Client_baseline_la - INFO - Client 82 - Round 7: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:32,025 - FL_Client_baseline_la - INFO - Client 9 - Round 7: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:33,547 - FL_Client_baseline_la - INFO - Client 77 - Round 7: Acc=0.0000, Loss=nan, Epochs=2 [MALICIOUS]
2026-01-21 11:36:34,817 - FL_Client_baseline_la - INFO - Client 81 - Round 7: Acc=0.0000, Loss=nan, Epochs=2 [MALICIOUS]
2026-01-21 11:36:35,945 - FL_Client_baseline_la - INFO - Client 21 - Round 7: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:37,366 - FL_Client_baseline_la - INFO - Client 68 - Round 7: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:38,951 - FL_Client_baseline_la - INFO - Client 93 - Round 7: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:49,349 - FL_Client_baseline_la - INFO - Client 31 - Round 8: Acc=0.0000, Loss=nan, Epochs=2 [MALICIOUS]
2026-01-21 11:36:50,763 - FL_Client_baseline_la - INFO - Client 20 - Round 8: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:51,927 - FL_Client_baseline_la - INFO - Client 59 - Round 8: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:53,068 - FL_Client_baseline_la - INFO - Client 48 - Round 8: Acc=0.0000, Loss=nan, Epochs=2
2026-01-21 11:36:54,346 - FL_Client_baseline_la - INFO - Client 34 - Round 8: Acc=0.0000, Loss=nan, Epochs=2
